,Unnamed: 0,FID,pkuid,utm-easting,utm-northing,Area,type,feature,genus,property-1,property-2
623,623,623,624,625534.4275,1013008.883,590,Foraging & Travel connection & Nesting Site,Travel connection & Foraging & Nesting Site,G3 & G1 & G2,R2 & R3,T1
624,624,624,625,625570.3015,1013016.885,544,Foraging & Nesting Site & Travel connection,Nesting Site & Travel connection & Foraging,G2 & G1 & G3,R1,T1 & T3
625,625,625,626,625582.195,1013041.245,480,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G1,R2 & R3,T1
626,626,626,627,625676.0227,1013091.323,842,Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G3 & G1,R2 & R1 & R3,T3 & T1
627,627,627,628,625757.21,1013035.223,344,Foraging & Travel connection,Foraging,G2 & G3,R2 & R1,T1 & T3
628,628,628,629,625831.5221,1013104.076,732,Nesting Site & Travel connection,Nesting Site,G3,R1 & R3 & R2,T2 & T3
629,629,629,630,625924.445,1013086.904,79,Nesting Site,Nesting Site & Foraging,G2,R2,T3 & T1 & T2
630,630,630,631,625940.6635,1013160.98,455,Travel connection,Travel connection & Nesting Site,G3 & G1,R2 & R3 & R1,T3 & T2
631,631,631,632,625910.0755,1013131.683,489,Foraging & Travel connection,Nesting Site & Foraging & Travel connection,G2 & G1 & G3,R3 & R2,T2 & T3 & T1
632,632,632,633,625887.3414,1013149.808,278,Foraging,Nesting Site & Travel connection,G2,R3 & R1 & R2,T1 & T2 & T3
633,633,633,634,625702.9339,1013184.425,"1,276",Foraging & Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G2 & G1 & G3,R2 & R1,T1 & T3
634,634,634,635,625662.7418,1013217.357,640,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G1 & G3,R2 & R1,T1 & T3
635,635,635,636,625564.8325,1013180.089,400,Foraging,Travel connection,G1 & G2 & G3,R3,T2
636,636,636,637,625530.0461,1013252.815,832,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G1,R1 & R2,T1 & T2 & T3
637,637,637,638,625614.1808,1013329.597,202,Nesting Site & Travel connection & Foraging,Nesting Site & Travel connection,G3 & G1 & G2,R2 & R3 & R1,T3 & T1 & T2
638,638,638,639,625625.8209,1013334.196,240,Nesting Site & Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G1,R1 & R2 & R3,T3 & T2 & T1
639,639,639,640,625737.5383,1013259.946,231,Foraging & Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G3,R3,T2 & T3
640,640,640,641,625720.0351,1013296.057,555,Nesting Site & Travel connection & Foraging,Travel connection,G2 & G3 & G1,R3,T2 & T3
641,641,641,642,625716.6581,1013327.818,210,Foraging & Travel connection & Nesting Site,Nesting Site & Travel connection,G3 & G1,R3 & R1,T3
642,642,642,643,625807.5104,1013260.802,316,Foraging & Nesting Site & Travel connection,Nesting Site,G3 & G2,R2,T2 & T1
643,643,643,644,627319.965,1011477.069,511,Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G1,R1 & R2 & R3,T3 & T2
644,644,644,645,627323.7198,1011357.083,100,Foraging & Nesting Site & Travel connection,Travel connection & Foraging,G1 & G2,R2,T3 & T2
645,645,645,646,627485.5275,1011350.987,299,Travel connection & Nesting Site,Foraging & Travel connection & Nesting Site,G3,R1 & R3 & R2,T1
646,646,646,647,627463.4348,1011403.958,296,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G2 & G3,R3 & R2 & R1,T1 & T3 & T2
647,647,647,648,627427.3701,1011468.445,348,Nesting Site & Foraging & Travel connection,Travel connection & Foraging,G2,R3,T1 & T2 & T3
648,648,648,649,627359.1807,1011398.22,462,Foraging & Nesting Site,Nesting Site,G2 & G1,R1 & R2,T3
649,649,649,650,627371.5709,1011411.159,122,Nesting Site & Travel connection,Nesting Site & Travel connection,G1 & G2 & G3,R2,T3
650,650,650,651,627365.3279,1011460.621,335,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G3 & G1 & G2,R1 & R3 & R2,T3 & T2 & T1
651,651,651,652,627340.5515,1011441.421,138,Nesting Site & Foraging & Travel connection,Nesting Site,G3 & G1 & G2,R1,T3 & T2
652,652,652,653,627325.1054,1011493.275,161,Nesting Site,Travel connection & Nesting Site,G3 & G1,R3 & R2 & R1,T2
653,653,653,654,627306.89,1011488.756,213,Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2,R2 & R1 & R3,T3 & T1 & T2
654,654,654,655,627041.0188,1011418.207,328,Foraging & Travel connection,Foraging,G2 & G1,R1 & R3 & R2,T3
655,655,655,656,627005.9761,1011313.857,292,Nesting Site & Travel connection,Travel connection,G1,R1 & R3,T2 & T3 & T1
656,656,656,657,627282.2273,1011286.204,590,Travel connection & Nesting Site,Travel connection,G1 & G3,R1 & R3,T1 & T3
657,657,657,658,627279.9253,1011326.679,459,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G2 & G3,R1 & R3,T3
658,658,658,659,627259.2651,1011366.307,600,Nesting Site & Travel connection,Foraging,G2,R2 & R1 & R3,T3 & T1 & T2
659,659,659,660,627228.2135,1011354.228,293,Travel connection,Travel connection & Foraging & Nesting Site,G2 & G1 & G3,R1 & R2,T2 & T1 & T3
660,660,660,661,627165.1073,1011338.732,425,Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G2,R2 & R3,T3 & T1 & T2
661,661,661,662,626995.6758,1011236.382,656,Travel connection & Foraging,Foraging,G2 & G3,R2,T1 & T3 & T2
662,662,662,663,627057.7098,1011202.333,362,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G3 & G2,R1 & R3,T3 & T1 & T2
663,663,663,664,627266.7051,1011149.26,400,Foraging & Travel connection & Nesting Site,Foraging & Travel connection & Nesting Site,G3 & G2,R2 & R3,T1
664,664,664,665,627301.4679,1011135.646,652,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site,G1 & G2 & G3,R2 & R3 & R1,T1
665,665,665,666,627306.6431,1011163.151,316,Nesting Site,Nesting Site & Foraging & Travel connection,G3 & G2,R3 & R1,T3 & T1
666,666,666,667,627423.8873,1011119.938,176,Nesting Site,Travel connection & Foraging & Nesting Site,G3 & G1,R3 & R2 & R1,T1 & T2
667,667,667,668,627096.0968,1011059.233,221,Travel connection & Nesting Site,Nesting Site & Foraging,G1 & G3 & G2,R1 & R2,T2
668,668,668,669,627111.8342,1011058.095,112,Foraging & Travel connection & Nesting Site,Travel connection & Nesting Site,G1 & G3,R1,T3
669,669,669,670,627029.7885,1011136.497,210,Foraging,Nesting Site & Foraging,G1 & G3 & G2,R2 & R1,T1
670,670,670,671,627002.3668,1011137.185,108,Foraging & Travel connection & Nesting Site,Travel connection,G3 & G1 & G2,R2 & R3,T1 & T3
671,671,671,672,627107.8858,1011168.45,231,Foraging & Travel connection & Nesting Site,Foraging & Travel connection,G3 & G2 & G1,R2 & R1,T3 & T2 & T1
672,672,672,673,627128.0581,1011161.496,348,Travel connection,Nesting Site & Travel connection,G1 & G3,R3 & R1 & R2,T1 & T2
673,673,673,674,627369.7783,1011255.661,628,Foraging & Travel connection,Travel connection & Foraging,G3 & G2 & G1,R3,T2 & T3 & T1
674,674,674,675,627537.0907,1011371.796,366,Travel connection & Nesting Site & Foraging,Nesting Site,G2,R3 & R2 & R1,T2 & T1 & T3
675,675,675,676,627708.3271,1011207.387,250,Foraging & Nesting Site,Travel connection,G2 & G1 & G3,R2 & R1,T1
676,676,676,677,627601.5056,1011271.923,187,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site,G3,R1 & R3,T1 & T3 & T2
677,677,677,678,627543.0124,1011276.472,293,Foraging & Travel connection,Nesting Site & Travel connection & Foraging,G1,R3 & R1,T3
678,678,678,679,627565.7432,1011240.994,222,Travel connection,Nesting Site & Travel connection & Foraging,G3 & G2,R2 & R1,T1
679,679,679,680,627567.1273,1011212.626,285,Foraging,Nesting Site & Foraging & Travel connection,G2 & G3,R3 & R1 & R2,T2 & T3
680,680,680,681,627530.6166,1011164.189,342,Nesting Site,Travel connection & Foraging,G2 & G3,R2,T1 & T3
681,681,681,682,627551.7403,1011149.957,342,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G1,R1 & R3,T1 & T2 & T3
682,682,682,683,627619.4522,1011214.462,707,Nesting Site & Travel connection,Travel connection,G1 & G2 & G3,R3 & R1 & R2,T2
683,683,683,684,627907.2102,1010922.654,179,Foraging,Foraging & Nesting Site,G2,R2 & R1,T3 & T2 & T1
684,684,684,685,627864.6621,1010861.611,153,Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G1 & G3,R2,T3
685,685,685,686,627876.5668,1010880.156,192,Nesting Site & Foraging,Nesting Site & Foraging,G2 & G1 & G3,R2 & R3 & R1,T1 & T3 & T2
686,686,686,687,627776.3855,1011164.008,311,Travel connection & Foraging & Nesting Site,Travel connection,G3,R1 & R3 & R2,T1 & T3 & T2
687,687,687,688,628414.3132,1011364.96,104,Travel connection,Foraging,G3 & G2,R2,T3
688,688,688,689,628972.125,1013241.674,321,Foraging,Foraging & Travel connection & Nesting Site,G3 & G2,R3,T3 & T2 & T1
689,689,689,690,628970.3989,1013197.261,428,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G2,R3 & R1 & R2,T1
690,690,690,691,628859.6226,1013180.003,474,Travel connection,Nesting Site & Foraging,G1,R1,T3 & T1
691,691,691,692,628826.3784,1013187.514,251,Travel connection,Travel connection & Foraging,G3 & G1 & G2,R2,T1
692,692,692,693,628800.9275,1013221.18,295,Nesting Site,Foraging & Nesting Site & Travel connection,G3 & G2 & G1,R3 & R1,T1 & T3 & T2
693,693,693,694,628783.4967,1013140.948,264,Foraging & Travel connection,Travel connection,G3 & G2,R2 & R3,T1
694,694,694,695,628862.7074,1013039.097,380,Nesting Site,Travel connection,G3 & G2 & G1,R1,T2
695,695,695,696,628916.5695,1013093.368,325,Nesting Site & Travel connection & Foraging,Foraging,G2 & G1 & G3,R3 & R1 & R2,T2
696,696,696,697,628993.8521,1013078.741,155,Nesting Site,Travel connection & Nesting Site & Foraging,G3,R1 & R3,T3
697,697,697,698,628965.0524,1013038.537,185,Travel connection,Travel connection & Nesting Site,G2,R2 & R3,T3 & T2
698,698,698,699,628938.8505,1013152.886,190,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G1 & G3 & G2,R1 & R3,T1 & T3 & T2
699,699,699,700,628936.9051,1013137.659,200,Travel connection,Nesting Site & Travel connection,G2,R3,T1
700,700,700,701,628884.1989,1013143.397,180,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G1 & G3,R1 & R2,T1 & T3 & T2
701,701,701,702,628998.4429,1013153.487,153,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G2,R2 & R3,T1 & T3 & T2
702,702,702,703,629005.6783,1013248.287,385,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G3 & G2,R2 & R3 & R1,T1 & T2
703,703,703,704,629053.1173,1013259.173,364,Foraging,Travel connection & Foraging,G3 & G2 & G1,R2 & R3,T2 & T1 & T3
704,704,704,705,629064.8581,1013268.648,181,Nesting Site,Foraging & Nesting Site,G2,R2 & R3 & R1,T1 & T2 & T3
705,705,705,706,629055.8716,1013207.233,385,Foraging & Nesting Site,Foraging,G2 & G1,R2,T2
706,706,706,707,629112.4022,1013109.899,162,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G3 & G1 & G2,R1 & R3 & R2,T3
707,707,707,708,629229.6157,1013119.898,394,Travel connection & Nesting Site,Nesting Site,G3,R3,T1 & T3 & T2
708,708,708,709,629069.5621,1013224.901,114,Nesting Site & Travel connection & Foraging,Nesting Site,G1,R2 & R3,T2
709,709,709,710,629128.4034,1013256.991,334,Foraging & Nesting Site,Travel connection & Foraging,G1,R2,T3
710,710,710,711,629132.4787,1013246.474,104,Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G3 & G1,R1 & R2 & R3,T1
711,711,711,712,629118.68,1013181.453,213,Foraging & Travel connection & Nesting Site,Travel connection,G3 & G1,R1 & R2 & R3,T3 & T1 & T2
712,712,712,713,629040.7085,1013200.275,171,Foraging & Nesting Site,Nesting Site & Travel connection,G3,R2,T2
713,713,713,714,629059.747,1013170.16,200,Travel connection & Foraging & Nesting Site,Nesting Site,G1,R3 & R1 & R2,T2 & T3 & T1
714,714,714,715,629075.0149,1013165.106,81,Nesting Site & Travel connection,Foraging,G2 & G1,R2 & R1 & R3,T1
715,715,715,716,629085.2725,1013166.906,168,Nesting Site,Foraging & Travel connection & Nesting Site,G1,R1 & R2 & R3,T3 & T2 & T1
716,716,716,717,629097.0034,1013158.096,358,Travel connection & Nesting Site,Foraging & Nesting Site & Travel connection,G2,R2,T3
717,717,717,718,629085.0899,1013137.499,290,Travel connection & Nesting Site,Foraging,G1 & G2,R3 & R1,T1 & T2
718,718,718,719,629087.6814,1013250.157,124,Foraging & Travel connection & Nesting Site,Nesting Site,G2,R2 & R3 & R1,T1 & T3
719,719,719,720,629096.0759,1013230.398,95,Foraging,Nesting Site & Foraging & Travel connection,G1 & G3,R2,T3 & T1
720,720,720,721,629137.7871,1013139.344,403,Nesting Site,Nesting Site & Travel connection & Foraging,G2 & G3,R1,T3 & T1
721,721,721,722,629040.7143,1013097.824,430,Foraging,Foraging & Travel connection,G2 & G1 & G3,R2 & R3 & R1,T2 & T1 & T3
722,722,722,723,629063.0644,1013099.548,302,Nesting Site,Nesting Site & Foraging,G2,R2 & R1 & R3,T1 & T2
723,723,723,724,629086.8909,1013108.695,92,Nesting Site & Travel connection & Foraging,Travel connection & Foraging & Nesting Site,G2,R1 & R3,T1 & T2
724,724,724,725,629075.0364,1013096.987,190,Travel connection & Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G1 & G2 & G3,R3 & R1 & R2,T1
725,725,725,726,629085.2782,1013089.523,314,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G3 & G1,R1,T3 & T1 & T2
726,726,726,727,629098.9925,1013094.362,275,Travel connection,Travel connection & Foraging & Nesting Site,G3,R1 & R2,T1 & T3
727,727,727,728,629026.1592,1013043.075,258,Foraging & Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2 & G1,R2 & R3,T2
728,728,728,729,629035.5723,1013024.133,561,Nesting Site,Travel connection & Nesting Site,G3,R3 & R1,T3
729,729,729,730,629056.8391,1013036.169,101,Foraging & Nesting Site & Travel connection,Travel connection,G2 & G1,R2,T3
730,730,730,731,629083.8032,1013032.421,195,Foraging & Nesting Site,Foraging,G1,R2 & R3 & R1,T3
731,731,731,732,629128.1927,1013056.324,121,Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G3,R1 & R3,T3 & T1 & T2
732,732,732,733,629146.7832,1013023.191,302,Foraging,Foraging,G2,R1 & R2,T2 & T1
733,733,733,734,629162.4952,1013041.732,71,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G1 & G3,R1 & R3,T1
734,734,734,735,629162.8002,1013053.295,217,Foraging,Nesting Site & Foraging & Travel connection,G1 & G2 & G3,R1,T1 & T3 & T2
735,735,735,736,629174.0129,1013020.657,334,Nesting Site & Travel connection,Travel connection & Foraging & Nesting Site,G1 & G2 & G3,R3 & R1 & R2,T1 & T3 & T2
736,736,736,737,629190.634,1013034.181,291,Nesting Site,Nesting Site & Foraging & Travel connection,G2 & G1,R2,T2 & T3 & T1
737,737,737,738,629158.0864,1013072.929,414,Nesting Site,Travel connection,G1,R1 & R3,T1 & T3
738,738,738,739,629265.1866,1013142.603,453,Travel connection,Travel connection & Foraging & Nesting Site,G2 & G1,R2 & R1,T3
739,739,739,740,629262.2423,1013089.542,389,Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G1 & G2 & G3,R1,T2 & T3
740,740,740,741,629235.3169,1013067.315,588,Foraging & Travel connection & Nesting Site,Travel connection & Foraging,G3 & G1,R3,T2
741,741,741,742,629191.5464,1013080.769,513,Foraging,Foraging & Nesting Site,G2 & G3 & G1,R1,T3 & T2 & T1
742,742,742,743,629191.2386,1013104.715,377,Travel connection & Foraging,Nesting Site & Foraging & Travel connection,G2 & G3 & G1,R3 & R1,T2 & T3
743,743,743,744,629260.0447,1013041.239,464,Travel connection & Foraging,Travel connection & Nesting Site,G1,R1,T3 & T1 & T2
744,744,744,745,629230.7415,1013032.979,604,Foraging & Nesting Site & Travel connection,Foraging,G1 & G2 & G3,R3 & R1 & R2,T1
745,745,745,746,629209.1735,1013056.113,269,Travel connection & Nesting Site & Foraging,Nesting Site,G1,R3 & R1 & R2,T3 & T1
746,746,746,747,629276.3977,1013102.366,88,Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G2 & G3,R3,T2 & T3
747,747,747,748,629125.4079,1013189.728,112,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G3 & G1 & G2,R3 & R1 & R2,T3 & T1
748,748,748,749,629072.4847,1013198.753,224,Travel connection & Nesting Site & Foraging,Foraging & Travel connection,G2 & G1 & G3,R3,T2 & T1
749,749,749,750,629144.574,1012270.396,102,Travel connection,Nesting Site & Foraging & Travel connection,G2 & G3,R1 & R2 & R3,T1
750,750,750,751,629018.756,1012492.741,119,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging,G1 & G3,R1 & R3,T1 & T2 & T3
751,751,751,752,629024.7573,1012478.891,330,Nesting Site,Foraging & Travel connection,G1,R1 & R2,T2 & T3 & T1
752,752,752,753,629071.7493,1012431.087,127,Travel connection,Travel connection & Foraging,G2,R1 & R3 & R2,T2
753,753,753,754,629103.781,1012460.894,196,Travel connection,Nesting Site & Travel connection & Foraging,G3,R1 & R3 & R2,T2
754,754,754,755,629114.9257,1012207.546,271,Travel connection & Foraging,Travel connection & Foraging,G3 & G1,R1 & R2 & R3,T3 & T2 & T1
755,755,755,756,629157.7861,1012234.941,499,Travel connection,Foraging & Travel connection & Nesting Site,G1 & G3,R3,T1 & T3 & T2
756,756,756,757,629178.0631,1012243.241,484,Foraging & Nesting Site & Travel connection,Nesting Site & Foraging,G2,R3 & R1 & R2,T3
757,757,757,758,629404.3346,1012198.396,153,Travel connection & Nesting Site,Nesting Site & Travel connection,G1 & G2,R1,T1 & T2
758,758,758,759,629195.751,1012152.771,267,Foraging & Travel connection & Nesting Site,Nesting Site,G3 & G2,R1 & R3 & R2,T1
759,759,759,760,625125.5488,1013352.573,307,Travel connection & Foraging & Nesting Site,Foraging & Travel connection,G2,R2,T2
760,760,760,761,629081.8268,1012080.322,377,Nesting Site & Foraging,Travel connection & Foraging,G1 & G2 & G3,R2 & R1,T2 & T1
761,761,761,762,629015.429,1012065.635,226,Travel connection,Foraging,G1 & G2,R2 & R1 & R3,T2 & T3 & T1
762,762,762,763,629077.4069,1011996.202,379,Nesting Site & Travel connection & Foraging,Foraging & Nesting Site & Travel connection,G1 & G2,R3 & R1 & R2,T2
763,763,763,764,629283.9652,1012033.595,426,Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G3 & G1,R1 & R3 & R2,T2 & T1 & T3
764,764,764,765,629341.3167,1011982.56,238,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging,G3,R2 & R1 & R3,T2 & T1 & T3
765,765,765,766,625194.3892,1013431.435,389,Nesting Site & Travel connection & Foraging,Nesting Site,G2,R1 & R3 & R2,T3
766,766,766,767,625205.148,1013413.815,78,Foraging,Travel connection & Foraging & Nesting Site,G3,R1,T2 & T1 & T3
767,767,767,768,625225.7852,1013401.551,262,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site,G2 & G3,R2 & R3 & R1,T3 & T2 & T1
768,768,768,769,625181.6225,1013373.493,207,Travel connection & Foraging,Nesting Site,G2,R3,T2 & T1
769,769,769,770,625428.5701,1013374.062,434,Travel connection,Nesting Site & Foraging,G3 & G1 & G2,R1,T2 & T1 & T3
770,770,770,771,625438.9318,1013354.898,656,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G1 & G3,R1,T1 & T2
771,771,771,772,625367.6156,1013387.668,142,Nesting Site & Travel connection & Foraging,Foraging & Travel connection,G2,R2 & R3,T2 & T1 & T3
772,772,772,773,625407.3975,1013345.391,513,Nesting Site & Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G2,R3,T3
773,773,773,774,625442.8012,1013311.825,403,Foraging & Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G1,R3 & R2,T3
774,774,774,775,625472.4491,1013309.971,282,Travel connection,Travel connection & Foraging,G1,R1 & R3 & R2,T1 & T2 & T3
775,775,775,776,625472.2586,1013332.512,217,Travel connection & Nesting Site & Foraging,Nesting Site & Foraging,G1 & G3,R1 & R3,T3 & T1 & T2
776,776,776,777,625381.7433,1013287.01,549,Travel connection,Travel connection & Foraging,G3,R2,T3 & T2
777,777,777,778,625411.8466,1013258.531,266,Travel connection,Nesting Site,G1 & G3 & G2,R3,T1 & T2 & T3
778,778,778,779,625424.1371,1013252.401,141,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site,G3 & G2 & G1,R2 & R3,T1 & T2
779,779,779,780,625447.986,1013249.57,605,Foraging & Travel connection,Nesting Site,G1 & G2 & G3,R1 & R2,T3 & T1 & T2
780,780,780,781,625485.2714,1013234.593,"1,011",Nesting Site,Foraging,G2 & G1 & G3,R3 & R1,T3
781,781,781,782,625416.572,1013094.497,654,Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G2 & G1 & G3,R2 & R3,T1
782,782,782,783,625394.9012,1013107.707,111,Nesting Site & Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G1 & G2 & G3,R3 & R2 & R1,T1 & T2
783,783,783,784,625395.9187,1013054.402,780,Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G1,R2 & R3 & R1,T3
784,784,784,785,625502.8715,1012986.383,113,Travel connection,Nesting Site,G3,R3 & R2,T1 & T2
785,785,785,786,625504.0751,1013002.787,87,Travel connection & Nesting Site,Travel connection & Nesting Site,G3 & G1,R1,T1 & T2 & T3
786,786,786,787,625426.0319,1012979.041,487,Nesting Site,Nesting Site & Foraging,G3,R2 & R1,T2 & T3
787,787,787,788,625446.3736,1012999.751,516,Travel connection & Foraging,Travel connection,G3,R3 & R2 & R1,T2 & T1 & T3
788,788,788,789,625468.5401,1013005.265,280,Nesting Site & Travel connection,Foraging & Travel connection,G3,R2 & R3 & R1,T3
789,789,789,790,625338.9414,1013098.496,550,Travel connection & Nesting Site,Foraging & Nesting Site,G1,R3,T1
790,790,790,791,625322.3414,1013086.409,359,Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G2 & G3,R3,T2 & T1
791,791,791,792,625278.9357,1013081.796,563,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G3 & G1 & G2,R1,T2 & T3 & T1
792,792,792,793,625253.1239,1013027.876,205,Nesting Site,Travel connection & Foraging & Nesting Site,G2 & G1,R3 & R1,T1 & T3
793,793,793,794,625118.5053,1013070.348,370,Nesting Site & Travel connection,Foraging & Travel connection & Nesting Site,G1 & G2,R3 & R1 & R2,T2 & T3
794,794,794,795,625656.4733,1012958.285,613,Foraging & Nesting Site & Travel connection,Foraging,G3 & G2 & G1,R3 & R2 & R1,T3 & T2
795,795,795,796,625138.684,1013092.771,161,Travel connection & Nesting Site,Foraging,G3,R1 & R3 & R2,T1 & T3 & T2
796,796,796,797,625108.0005,1013246.812,554,Foraging,Travel connection & Nesting Site,G3 & G2,R2,T1 & T2 & T3
797,797,797,798,625293.6717,1013171.704,476,Travel connection & Nesting Site & Foraging,Foraging,G2 & G3,R1 & R3,T3 & T1
798,798,798,799,625327.8021,1013181.365,252,Travel connection,Nesting Site,G1 & G2,R2 & R3,T1 & T2
799,799,799,800,625222.5529,1013279.645,260,Travel connection & Foraging & Nesting Site,Nesting Site & Foraging,G2 & G1,R1 & R3,T3 & T1 & T2
800,800,800,801,625331.4465,1013282.254,81,Nesting Site & Travel connection,Foraging,G2 & G3 & G1,R3,T1 & T3
801,801,801,802,625543.5742,1012913.632,403,Travel connection & Foraging & Nesting Site,Foraging & Nesting Site & Travel connection,G1 & G2 & G3,R3,T1
802,802,802,803,625699.1419,1012974.96,397,Foraging & Nesting Site,Nesting Site,G1 & G2,R1 & R3,T1
803,803,803,804,625755.4845,1012947.711,152,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G3,R3 & R1 & R2,T1 & T3 & T2
804,804,804,805,625730.4296,1012882.764,603,Nesting Site & Travel connection,Nesting Site,G2 & G1,R1 & R3 & R2,T2 & T3 & T1
805,805,805,806,625872.3563,1012945.401,221,Travel connection,Nesting Site & Travel connection,G1 & G2,R2 & R3,T3 & T1 & T2
806,806,806,807,625889.3264,1012922.253,150,Nesting Site,Travel connection,G2 & G3 & G1,R2 & R1,T2
807,807,807,808,625913.7779,1012906.035,551,Travel connection & Nesting Site,Travel connection & Nesting Site,G1 & G3,R3,T1
808,808,808,809,625833.9219,1012819.443,700,Nesting Site & Foraging,Foraging & Nesting Site,G1 & G2,R1,T3 & T1 & T2
809,809,809,810,625894.8754,1012825.572,534,Travel connection & Nesting Site,Travel connection & Nesting Site & Foraging,G1,R1 & R3,T1 & T2
810,810,810,811,625858.724,1012812.303,608,Foraging & Travel connection,Travel connection & Nesting Site,G1 & G3 & G2,R1,T2
811,811,811,812,625835.1205,1012777.945,425,Travel connection,Nesting Site,G1 & G2,R2,T2 & T1 & T3
812,812,812,813,625726.0497,1012803.477,737,Travel connection,Travel connection & Foraging & Nesting Site,G2 & G1 & G3,R2 & R3 & R1,T2 & T3 & T1
813,813,813,814,625680.8332,1012776.717,206,Foraging & Travel connection,Foraging,G3,R2,T1 & T3
814,814,814,815,625633.8129,1012818.288,454,Foraging & Nesting Site & Travel connection,Foraging,G3 & G1,R3,T2 & T1 & T3
815,815,815,816,625587.6446,1012813.37,474,Nesting Site & Travel connection & Foraging,Travel connection & Foraging & Nesting Site,G2,R1 & R3,T1 & T3
816,816,816,817,625568.6793,1012832.115,831,Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G1,R1,T1 & T2
817,817,817,818,625553.8407,1012764.949,211,Travel connection & Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G1 & G3,R3 & R2 & R1,T2
818,818,818,819,625537.6451,1012771.23,286,Travel connection & Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G3,R2 & R3 & R1,T1 & T2 & T3
819,819,819,820,625595.8507,1012711.896,965,Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G2,R3 & R1 & R2,T1
820,820,820,821,625660.1865,1012715.338,356,Travel connection,Nesting Site & Travel connection & Foraging,G1,R2 & R3 & R1,T1
821,821,821,822,625703.9166,1012662.057,112,Nesting Site & Travel connection & Foraging,Nesting Site,G2 & G1,R2 & R3,T1
822,822,822,823,625704.7095,1012618.816,331,Foraging,Nesting Site,G2 & G3 & G1,R1 & R3,T2 & T1 & T3
823,823,823,824,625854.5934,1012727.569,461,Travel connection & Foraging,Travel connection & Foraging & Nesting Site,G1 & G3 & G2,R2 & R1 & R3,T2 & T3 & T1
824,824,824,825,625896.4346,1012739.569,349,Travel connection,Travel connection & Foraging,G2,R2 & R1 & R3,T3
825,825,825,826,625967.5706,1012674.543,690,Foraging & Nesting Site,Foraging,G2 & G1 & G3,R3 & R2,T2 & T3 & T1
826,826,826,827,625962.0533,1012614.657,73,Nesting Site & Travel connection,Foraging & Nesting Site,G1 & G3,R1,T3 & T2
827,827,827,828,625955.8021,1012629.648,404,Foraging & Nesting Site,Travel connection & Foraging & Nesting Site,G2 & G3,R3 & R1 & R2,T3 & T1 & T2
